STATE: Texas
Frequency,Offset,,Tone Up/Down,Location,County,Call,,Use,,,Modes
29.6400,-0.1 MHz,,110.9 / 110.9,Round Rock, St Davids Surgical Hospital,Williamson,WD5EMS,,OPEN,,,FM,,,,
145.4900,-0.6 MHz,,123.0 / 123.0,Lampasas,Lampasas,N5ZXJ,,OPEN,,,FM,,,,,
145.4900,-0.6 MHz,,136.5,Palestine,Anderson,KR5Q,,OPEN,,,FM,,,,,
145.4900,-0.6 MHz,,123.0,Richmond,Fort Bend,KD5HAL,,OPEN,,,FM,,,,,
145.4900,-0.6 MHz,,85.4 / CSQ,Rosston,Cooke,WD5U,,OPEN,,,FM,,,,,
145.4900,-0.6 MHz,,141.3 / 141.3,Seguin,Guadalupe,WA5AP,,OPEN,,,FM,,,,,
145.5200,0 MHz,,,Brownsville,Cameron,KB5ZCS,,OPEN,,,FM,,,,,
145.5200,0 MHz,,,Brownsville,Cameron,K5MPH,,OPEN,,,FM,,,,,
145.6000,0 MHz,,,Grape Creek,Tom Green,K7PTZ,,OPEN,,,FM,,,,,
145.6000,0 MHz,,146.2,Lindale,Smith,W5NFL,,OPEN,,,FM,,,,,
145.7150,0 MHz,,,Tuleta,Bee,K5DJS,,OPEN,,,FM,,,,,
145.7600,0 MHz,,123.0 / 123.0,Little Elm,Denton,WB8GRS,,OPEN,,,FM,,,,,
146.0000,+0.6 MHz,,,Houston,Harris,KG5FAE,,OPEN,,,DSTAR,,,,,
146.13125,-0.6 MHz,,CC 14,Borger, NW Well Field,Hutchinson,KD5ROK,,OPEN,,,FM DMR,,,,,
146.4400,0 MHz,,100.0 / 100.0,Addison,Dallas,W5MGM,,OPEN,,,FM,,,,,
146.4500,0 MHz,,94.8,East Houston,Harris,KG5FYV,,OPEN,,,FM,,,,,
146.4500,0 MHz,,103.5 / 103.5,Houston,Harris,KG5FYV,,OPEN,,,FM,,,,,
146.4900,+1 MHz,,,Alvin,Brazoria,K5PLD,,OPEN,,,DSTAR,,,,,
146.4900,+0.6 MHz,,,Laredo,Webb,KE5WFB,,OPEN,,,DSTAR,,,,,
146.5650,0 MHz,,123.0,Lubbock,Lubbock,KC5CZX,,OPEN,,,FM,,,,,
146.6100,-0.6 MHz,,103.5 / 103.5,Austin,Travis,WB5PCV,,OPEN,,,FM,,,,,
146.6100,-0.6 MHz,,,Devine,Medina,WB5LJZ,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,114.8,Brady,McCulloch,AA5JM,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,136.5 / 136.5,Edom,Van Zandt,W5ETX,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,,El Paso, Comanche Peak,El Paso,W5ELP,,OPEN,,,DSTAR,,,,,
146.6200,-0.6 MHz,,146.2,Fort Davis, McDonald Observatory,Jeff Davis,K5FD,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,141.3 / 141.3,Kenney,Austin,WR5DC,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,107.2,Kingsville,Kleberg,KD5QWJ,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,100.0 / 100.0,Laredo,Webb,W5LRD,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,131.8,Paradise,Wise,KJ5HO,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,162.2,San Antonio,Bexar,K5AWK,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,100.0 / 100.0,Texarkana, KTAL Tower,Bowie,KD5RCA,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,100.0 / 100.0,Uvalde,Uvalde,AB5JK,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,123.0,Whitney,Hill,NZ5T,,OPEN,,,FM,,,,,
146.6200,-0.6 MHz,,156.7,Wichita Falls,Wichita,KD5INN,,OPEN,,,FM,,,,,
146.6400,-0.6 MHz,,103.5 / 103.5,Beaumont,Jefferson,KW5C,,OPEN,,,FM,,,,,
146.6400,-0.6 MHz,,88.5 / 88.5,Boerne, Tower Road,Kendall,KB5TX,,OPEN,,,FM System Fusion,,,,,
146.6400,-0.6 MHz,,118.8,Dallas,Dallas,K5AHT,,OPEN,,,FM,,,,,
146.6400,-0.6 MHz,,162.2 / 162.2,Georgetown,Williamson,N5TT,,OPEN,,,FM,,,,,
